date,land_surface,ndvi,precipitation,water_vapor
2023-01-01,24.11023635,0.78475,1.822,1.43
2023-01-09,22.95275565,0.78475,1.822,1.2595000000000005
2023-01-17,24.5374018,0.7705,1.822,1.44
2023-01-25,22.95275575,0.7705,1.822,2.2085
2023-02-02,22.27755885,0.7459999999999999,2.5,1.4600000000000002
2023-02-10,24.85433125,0.7459999999999999,2.5,1.5524999999999998
2023-02-18,27.444881899999995,0.6587000000000001,2.5,1.3475
2023-02-26,30.0078735,0.6587000000000001,2.5,1.4719999999999998
2023-03-06,29.208661399999997,0.6002000000000001,29.3745,1.969
2023-03-14,29.0708662,0.6002000000000001,29.3745,1.7560000000000002
2023-03-22,32.915354449999995,0.61575,29.3745,2.005
2023-03-30,30.00787395,0.61575,29.3745,2.0165
2023-04-07,25.6811024,0.64355,47.809000000000005,2.5925
2023-04-15,30.889763700000003,0.64355,47.809000000000005,2.2695
2023-04-23,30.17322815,0.70045,47.809000000000005,1.869
2023-05-01,29.89763795,0.70045,160.747,2.5445
2023-05-09,30.944881899999995,0.70935,160.747,2.2385
2023-05-17,30.06299225,0.70935,160.747,3.3255000000000003
2023-05-25,30.79330715,0.7519,160.747,2.841
2023-06-02,29.66338555,0.7519,15.1055,3.181
2023-06-10,34.4448821,0.6856,15.1055,1.6880000000000002
2023-06-18,35.4645668,0.6856,15.1055,2.7095
2023-06-26,32.58464575,0.6698999999999999,15.1055,5002.8725
2023-07-04,32.81889835,0.6698999999999999,82.45250000000001,3.1605
2023-07-12,31.00000015,0.7031,82.45250000000001,3.0730000000000004
2023-07-20,31.6751965,0.7031,82.45250000000001,10004.061
2023-07-28,31.99212635,0.69625,82.45250000000001,3.8235
2023-08-05,32.75,0.69625,83.369,3.269
2023-08-13,30.834646150000005,0.65895,83.369,4.214
2023-08-21,30.5590553,0.65895,83.369,4.343
2023-08-29,32.1850396,0.7505499999999999,83.369,3.6455
2023-09-06,32.83267775,0.7505499999999999,41.913,2.889
2023-09-14,31.55118115,0.7166,41.913,3.0725
2023-09-22,32.04724395,0.7166,41.913,2.8145
2023-09-30,31.688976499999995,0.6979,41.913,
2023-10-08,32.5846458,0.6979,98.05000000000004,3.2125
2023-10-16,27.14173235,0.7513500000000001,98.05000000000004,2.34
2023-10-24,23.366141950000003,0.7513500000000001,98.05000000000004,84999.5115
2023-11-01,25.59842515,0.7680999999999999,76.7195,2.443
2023-11-09,25.2952753,0.7680999999999999,76.7195,2.8735
2023-11-17,25.4055117,0.7810499999999999,76.7195,2.0135
2023-11-25,24.5925196,0.7810499999999999,76.7195,1.8315
2023-12-03,22.594488,0.8171999999999999,209.334,2.1770000000000005
2023-12-11,20.2933068,0.8171999999999999,209.334,1.3025000000000002
2023-12-19,19.6732282,0.77755,209.334,10002.0485
2023-12-27,15.3188975,0.77755,209.334,55000.029
