date,land_surface,ndvi,precipitation,water_vapor
2023-01-01,27.100393500000003,0.2545,1.0,0.659
2023-01-09,27.36220475,0.2545,1.0,0.628
2023-01-17,26.46653515000001,0.24305,1.0,0.834
2023-01-25,29.1811023,0.24305,1.0,0.8880000000000001
2023-02-02,28.8779526,0.2297499999999999,1.0,0.8234999999999999
2023-02-10,29.42913385,0.2297499999999999,1.0,0.982
2023-02-18,32.00590545,0.2199499999999999,1.0,0.9365
2023-02-26,33.9488192,0.2199499999999999,1.0,0.7735
2023-03-06,37.61417290000001,0.21145,1.0,0.9175
2023-03-14,35.7952748,0.21145,1.0,0.7805
2023-03-22,41.2933067,0.2090999999999999,1.0,0.9545
2023-03-30,40.6181102,0.2090999999999999,1.0,1.091
2023-04-07,37.1318898,0.2104499999999999,2.9055,1.4245
2023-04-15,40.8937003,0.2104499999999999,2.9055,1.417
2023-04-23,41.4173222,0.19705,2.9055,0.7335
2023-05-01,42.8228348,0.19705,21.5425,1.562
2023-05-09,43.22244085,0.2111999999999999,21.5425,1.3145
2023-05-17,42.0925203,0.2111999999999999,21.5425,1.516
2023-05-25,42.65748035,0.21555,21.5425,1.3415
2023-06-02,44.862205,0.21555,7.511500000000001,1.1035
2023-06-10,45.0,0.2092999999999999,7.511500000000001,0.932
2023-06-18,44.8346458,0.2092999999999999,7.511500000000001,1.507
2023-06-26,37.84842485,0.20385,7.511500000000001,1.342
2023-07-04,34.55511835,0.20385,130.09650000000002,2.0185000000000004
2023-07-12,38.9783461,0.2506,130.09650000000002,1.645
2023-07-20,39.25393685,0.2506,130.09650000000002,1.852
2023-07-28,36.566929,0.2868,130.09650000000002,2.24
2023-08-05,33.93503935,0.2868,110.6995,1.883
2023-08-13,32.6811024,0.3421999999999999,110.6995,1.904
2023-08-21,28.740157450000005,0.3421999999999999,110.6995,2.397
2023-08-29,34.22440949999999,0.3827,110.6995,1.916
2023-09-06,35.1200786,0.3827,42.0925,1.6545
2023-09-14,36.9251967,0.337,42.0925,1.6829999999999998
2023-09-22,39.87401555,0.337,42.0925,1.3865
2023-09-30,34.18307059999999,0.302,42.0925,
2023-10-08,24.4271656,0.302,52.79350000000001,2.0330000000000004
2023-10-16,29.415354200000003,0.3409,52.79350000000001,1.4700000000000002
2023-10-24,28.72637775,0.3409,52.79350000000001,1.5135
2023-11-01,30.7244096,0.32365,33.1655,1.13
2023-11-09,28.0098425,0.32365,33.1655,1.504
2023-11-17,27.66535415,0.3460999999999999,33.1655,0.8685
2023-11-25,23.33858275,0.3460999999999999,33.1655,0.7455
2023-12-03,18.185039225,0.3697,60.8475,25000.611
2023-12-11,16.586614025,0.3697,60.8475,0.8234999999999999
2023-12-19,17.85433045,0.33505,60.8475,1.0425
2023-12-27,19.783464450000004,0.33505,60.8475,0.4819999999999999
